采集时间,环境湿度（%）,环境温度（℃）,设备启动数量（台）,供水温度（℃）,回水温度（℃）,瞬时流量（m3/h）,总制热量（GJ）,总耗电量（kW·h),机组耗电(kW·h）,热单耗（GJ/㎡）,电单耗(kW·h/m2）,系统COP,机组COP,除霜时间（s）,除霜次数,
2021-01-23 13时,20.74,7.79,5,38.53,35.69,45.96,0.44,46.8,45,0.01,1.08,2.61,2.72,,,
2021-01-23 14时,25.49,7.23,5,38.69,35.9,45.52,0.58,45.6,45,0.01,1.05,3.53,3.58,,,
2021-01-23 15时,27.83,6.04,5,38.88,36.15,45.71,0.47,46.8,45,0.01,1.08,2.79,2.9,,,
2021-01-23 16时,24.48,4.37,5,39.03,36.36,45.6,0.53,46.8,44,0.01,1.08,3.15,3.35,,,
2021-01-23 17时,32.64,2.83,5,39.87,37.41,45.81,0.5,46.8,45,0.01,1.08,2.97,3.09,,,
2021-01-23 18时,35.98,2.26,4,39.85,37.62,45.73,0.42,39.6,37,0.01,0.91,2.95,3.15,,,
2021-01-23 19时,38.05,1.47,4,38.9,36.64,45.81,0.43,42,40,0.01,0.97,2.84,2.99,,,
2021-01-23 20时,37.18,1.65,6,39.42,36.64,45.68,0.53,52.8,50,0.01,1.22,2.79,2.94,,,
2021-01-23 21时,30.53,1.91,4,39.07,36.93,45.91,0.4,38.4,36,0.01,0.89,2.89,3.09,,,
2021-01-23 22时,31.14,1.99,4,38.26,36.17,45.87,0.4,37.2,35,0.01,0.86,2.99,3.17,,,
2021-01-23 23时,36.88,1.86,4,37.6,35.52,45.87,0.39,37.2,35,0.01,0.86,2.91,3.1,,,
2021-01-24 00时,41.68,1.65,4,37.19,35.13,45.85,0.39,36,35,0.01,0.83,3.01,3.1,,,
2021-01-24 01时,40.52,1.35,5,37.48,35.11,45.8,0.45,44.4,43,0.01,1.02,2.82,2.91,,,
2021-01-24 02时,30.96,1.84,5,38.21,35.74,45.85,0.47,45.6,43,0.01,1.05,2.86,3.04,,,
2021-01-24 03时,24.53,2.8,5,38.83,36.38,45.81,0.46,44.4,43,0.01,1.02,2.88,2.97,,,
2021-01-24 04时,26.2,2.91,4,38.47,36.37,45.98,0.4,38.4,36,0.01,0.89,2.89,3.09,,,
2021-01-24 05时,30.61,2.64,4,37.94,35.84,45.84,0.4,37.2,35,0.01,0.86,2.99,3.17,,,
2021-01-24 06时,27.39,2.77,5,38.13,35.57,45.82,0.46,46.8,45,0.01,1.08,2.73,2.84,,,
2021-01-24 07时,27.85,2.98,6,39.76,36.81,45.8,0.47,46.8,44,0.01,1.08,2.79,2.97,,,
2021-01-24 08时,29.54,3.18,5,39.88,37.15,45.74,0.5,46.8,45,0.01,1.08,2.97,3.09,,,
2021-01-24 09时,26.95,4.89,6,38.44,35.33,45.71,0.58,51.6,50,0.01,1.19,3.12,3.22,,,
2021-01-24 10时,25.64,6.06,7,39.06,35.38,45.69,0.7,63.6,61,0.02,1.47,3.06,3.19,,,
2021-01-24 11时,29.56,6.75,6,39.1,35.81,45.52,0.62,55.2,53,0.01,1.27,3.12,3.25,103,1,
2021-01-24 12时,29.08,6.8,6,38.99,35.7,45.79,0.59,55.2,52,0.01,1.27,2.97,3.15,,,
2021-01-24 13时,27.27,7.47,6,39.17,35.86,45.71,0.62,55.2,53,0.01,1.27,3.12,3.25,,,
2021-01-24 14时,26.49,6.94,6,39.37,36.1,45.65,0.62,54,52,0.01,1.25,3.19,3.31,,,
2021-01-24 15时,36.06,5.65,5,38.65,35.86,45.7,0.52,46.8,44,0.01,1.08,3.09,3.28,,,
2021-01-24 16时,41.39,4.23,6,38.3,35.31,45.84,0.56,52.8,51,0.01,1.22,2.95,3.05,,,
2021-01-24 17时,42.12,3.24,6,39.82,37.05,45.81,0.47,48,46,0.01,1.11,2.72,2.84,,,
2021-01-24 18时,44,3.18,3,39.95,38.13,45.95,0.3,28.8,27,0.01,0.66,2.89,3.09,,,
2021-01-24 19时,35.16,3.41,3,38.76,37.06,45.96,0.32,30,29,0.01,0.69,2.96,3.07,,,
2021-01-24 20时,34.57,3.15,4,38.48,36.43,45.84,0.39,38.4,36,0.01,0.89,2.82,3.01,,,
2021-01-24 21时,36.69,3.06,4,38.54,36.49,45.87,0.4,38.4,37,0.01,0.89,2.89,3,,,
2021-01-24 22时,39.21,2.79,4,38.5,36.53,46.03,0.32,30,29,0.01,0.69,2.96,3.07,,,
2021-01-24 23时,40.29,2.51,3,37.54,35.91,45.99,0.3,28.8,27,0.01,0.66,2.89,3.09,,,
2021-01-25 00时,41.67,2.06,4,36.96,35.03,45.81,0.36,37.2,35,0.01,0.86,2.69,2.86,,,
2021-01-25 01时,42.04,2.04,5,38.12,35.69,45.9,0.43,43.2,40,0.01,1,2.76,2.99,,,
2021-01-25 02时,37.96,2.86,4,38.75,36.59,45.9,0.37,34.8,33,0.01,0.8,2.95,3.11,,,
2021-01-25 03时,36.84,2.84,4,38.72,36.65,45.93,0.4,38.4,36,0.01,0.89,2.89,3.09,,,
2021-01-25 04时,33.67,2.76,4,38.67,36.6,45.81,0.39,38.4,36,0.01,0.89,2.82,3.01,,,
2021-01-25 05时,36.39,2.3,4,38.57,36.52,45.93,0.37,36,34,0.01,0.83,2.85,3.02,,,
2021-01-25 06时,38.62,2.93,4,38.52,36.45,45.83,0.34,31.2,30,0.01,0.72,3.03,3.15,,,
2021-01-25 07时,51.54,2.32,5,38.89,36.44,45.81,0.47,45.6,43,0.01,1.05,2.86,3.04,,,
2021-01-25 08时,69.3,1.31,6,39.3,36.75,45.83,0.48,50.4,48,0.01,1.16,2.65,2.78,699,3,
2021-01-25 09时,65.13,0.74,7,39.19,36.04,45.87,0.52,52.8,51,0.01,1.22,2.74,2.83,538,2,
2021-01-25 10时,77.42,-0.79,8,39.6,36.43,45.85,0.52,61.2,59,0.01,1.41,2.36,2.45,2120,7,
2021-01-25 11时,82.51,-1.15,9,40.61,37.31,45.9,0.5,61.2,60,0.01,1.41,2.27,2.31,2497,8,
2021-01-25 12时,89.93,-0.06,7,40.23,37.42,45.88,0.46,52.8,51,0.01,1.22,2.42,2.51,2017,6,
2021-01-25 13时,91.75,0.14,7,39.16,36.34,45.66,0.53,61.2,59,0.01,1.41,2.41,2.5,2466,7,
2021-01-25 14时,93.47,-0.02,9,39.69,36.26,45.99,0.63,73.2,71,0.01,1.69,2.39,2.46,2120,6,
2021-01-25 15时,94.88,-0.23,9,40.52,36.95,45.85,0.68,81.6,79,0.02,1.88,2.31,2.39,2434,7,
2021-01-25 16时,94.05,0.29,8,40.36,37.43,45.73,0.55,67.2,66,0.01,1.55,2.27,2.31,1670,5,
2021-01-25 17时,92.84,1.3,6,40.61,38.28,45.63,0.44,55.2,53,0.01,1.27,2.21,2.31,2372,7,
2021-01-25 18时,92.58,1.8,4,39.81,38.08,45.93,0.33,36,35,0.01,0.83,2.55,2.62,1571,5,
2021-01-25 19时,92.99,1.47,5,38.73,37,45.87,0.33,40.8,38,0.01,0.94,2.25,2.41,2043,6,
2021-01-25 20时,93.41,0.29,7,39.14,36.83,45.74,0.44,58.8,56,0.01,1.36,2.08,2.18,2697,7,
2021-01-25 21时,94.92,0.13,6,39.68,37.52,45.84,0.41,49.2,48,0.01,1.14,2.31,2.37,2154,6,
2021-01-25 22时,95.18,0.16,5,39.02,37.23,45.83,0.34,43.2,41,0.01,1,2.19,2.3,1885,5,
2021-01-25 23时,95.2,0.27,5,38.48,36.61,45.76,0.35,43.2,41,0.01,1,2.25,2.37,1876,5,
2021-01-26 00时,95.13,-0.18,6,38.3,36.17,45.78,0.41,49.2,47,0.01,1.14,2.31,2.42,2289,6,
2021-01-26 01时,94.98,-0.73,7,38.56,36.25,45.7,0.44,56.4,54,0.01,1.3,2.17,2.26,2703,7,
2021-01-26 02时,92.39,-1.17,7,39.46,37,45.85,0.39,51.6,49,0.01,1.19,2.1,2.21,2165,6,
2021-01-26 03时,85.27,-1.4,5,39.62,37.54,45.85,0.38,45.6,43,0.01,1.05,2.31,2.45,1399,4,
2021-01-26 04时,81.72,-1.25,5,39.04,36.99,45.94,0.39,44.4,43,0.01,1.02,2.44,2.52,1109,3,
2021-01-26 05时,82.54,-1.61,6,39.12,36.84,45.91,0.44,52.8,51,0.01,1.22,2.31,2.4,1517,4,
2021-01-26 06时,79.82,-2.21,6,39.61,37.14,45.85,0.47,54,52,0.01,1.25,2.42,2.51,1129,3,
2021-01-26 07时,80.96,-1.92,6,39.92,37.68,45.87,0.42,54,52,0.01,1.25,2.16,2.24,1848,5,
2021-01-26 08时,80.68,-1.9,7,40.77,38.29,45.91,0.47,58.8,57,0.01,1.36,2.22,2.29,1800,5,
2021-01-26 09时,74.07,0.17,6,40.72,37.94,45.95,0.52,56.4,54,0.01,1.3,2.56,2.67,850,2,
